"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000267666.1",13.3270113548439,-1.97569259804039,0.805439659509606,-2.45293682116832,0.0141695222931016,0.0217266008494225
"ENSG00000267007.1",10.7057143004414,-2.17783548587835,0.946190004353857,-2.30168938147425,0.0213526954475599,0.0323099996903866
"ENSG00000261526.1",152.16750523918,0.753331885738435,0.337167046018421,2.23429867964403,0.0254634271622401,0.0380297938137352
"ENSG00000267073.1",3.51145311705238,4.88539655126527,2.22604634418563,2.19465177085185,0.0281885868249317,0.0415600959598352
"ENSG00000267092.1",9.97197826382838,-2.06029861320417,0.947770986053076,-2.1738359197765,0.0297174598897286,0.0432595935103645
"ENSG00000099804.4",2779.31044966214,-0.12633386504026,0.0600315054725031,-2.10445938421662,0.0353383939802973,0.0507989413466774
"ENSG00000070423.13",2458.9743213485,0.139589040246711,0.0677338216885619,2.0608469560235,0.0393176431454923,0.0558213452065631
"ENSG00000263414.1",4.57262207158939,-3.44649921615732,1.68871457575709,-2.04090097026146,0.0412606713648162,0.0578655756945593
"ENSG00000267161.1",213.734900432081,0.598159346944564,0.294880046531714,2.02848362912284,0.0425109124708175,0.0589006618571567
"ENSG00000267244.1",9.58594828324661,-1.80814049298538,0.963150542517844,-1.8773186674002,0.0604744312148235,0.0827923760679132
"ENSG00000267029.3",5.2834290061213,2.85675865648244,1.58775898100071,1.79923948827669,0.0719808054871463,0.0973857956590803
"ENSG00000185198.7",5.30316424624394,2.83911440788028,1.583777732127,1.7926217488027,0.0730334263954951,0.0976609771567667
"ENSG00000266926.1",14.132570315978,1.40523857981826,0.788527310734163,1.78210514802576,0.0747320864679414,0.0987837924576236
"ENSG00000105549.6",26.7397603534628,-1.00286079319867,0.583211499146574,-1.71954907382001,0.0855144400109911,0.111751825014363
"ENSG00000267639.2",1.96606498468808,-4.78728626473115,3.00137973013332,-1.59502851860684,0.110705858578546,0.143046895916098
"ENSG00000227500.5",1839.68888405611,-0.127752851389503,0.0836576950104379,-1.52709026197247,0.126738568086011,0.161943725887681
"ENSG00000267616.1",1.94667053112341,4.03459946794481,2.74378074867813,1.47045257529726,0.141439221012846,0.178741872708542
"ENSG00000198858.5",2172.72052075502,-0.105167606515232,0.072588017104415,-1.44882875590819,0.147385411101237,0.184231763876547
"ENSG00000267493.2",17.2210298830299,0.966377338700416,0.712556758344116,1.35621103495832,0.175032031987436,0.216437458909195
"ENSG00000267020.1",3.92932563291219,2.33246896819954,1.77692209412738,1.3126455998877,0.189302396436652,0.231593357342712
"ENSG00000267755.1",4.99773300692191,-1.72380964590477,1.42474629366259,-1.20990639075353,0.226314814691265,0.273960038836794
"ENSG00000267305.1",10.0501882768468,-1.03696155817002,0.915635693217483,-1.13250451664483,0.257422386578956,0.307074722322568
"ENSG00000267125.1",3.1687429690622,-2.14340895264276,1.8989527306726,-1.12873212588266,0.259010852741644,0.307074722322568
"ENSG00000267588.2",21.6163809580895,-0.727883289152543,0.666847217087272,-1.09152931961218,0.275040037868261,0.322751064845409
"ENSG00000115255.6",815.43403386911,-0.14543242600476,0.150191955957755,-0.968310353756003,0.332889395412369,0.386689701741641
"ENSG00000261204.1",1.16427923815893,3.29339890273101,3.52895386896283,0.933250766380506,0.350690508745909,0.40203920383985
"ENSG00000233630.4",3.3945035712608,-1.75828453405388,1.89347452016175,-0.928602162496315,0.353095300763694,0.40203920383985
"ENSG00000266933.1",19.5248584820233,0.600702527200073,0.656160841734761,0.915480609315138,0.359939377532714,0.405814004081001
"ENSG00000115257.11",242.857461215589,0.215688158607298,0.270358696737875,0.797785169146668,0.424995169225915,0.47450916952408
"ENSG00000180846.4",0.63561975477339,-3.16228867852763,4.89377263447393,-0.64618626869811,0.518158731115202,NA
"ENSG00000141934.5",876.854246064907,0.0822806714669631,0.127824193797162,0.643701861304364,0.519768782720445,0.574744327046646
"ENSG00000213638.4",62.5350737272547,0.276141301743976,0.436258121047631,0.632976874059903,0.526748744973428,0.576915292113755
"ENSG00000207507.1",6.14339684250524,-0.732789830936001,1.24650889519225,-0.58787372778674,0.556617051979953,0.60387699035561
"ENSG00000222329.1",0.782391292964485,2.71945729721469,4.8381919864285,0.562081311540132,0.574060620652225,NA
"ENSG00000267290.1",2.19109463941456,1.28266057983803,2.32530842441253,0.551608795793223,0.581216408834399,0.624671841270616
"ENSG00000266971.1",0.582139619079464,2.29338807335874,4.85642202426282,0.472238216098376,0.63675676475022,NA
"ENSG00000271846.1",0.317809877386695,-2.17590404720575,4.99636599981575,-0.435497328915853,0.663201477400433,NA
"ENSG00000267232.1",3.10130128143657,-0.749860337584076,1.74050365583225,-0.430829510223302,0.666592340562245,0.70337683313929
"ENSG00000267237.2",61.7541141393296,-0.186136485413059,0.432161515001251,-0.430710461139789,0.666678911410284,0.70337683313929
"ENSG00000267715.1",0.381887945194443,1.68715140748711,4.89344499628244,0.344777842352136,0.730261392093024,NA
"ENSG00000225373.4",107.247529722643,-0.109265858670377,0.35615681889543,-0.306791426903603,0.759002134139992,0.792163560808009
"ENSG00000272448.1",6.98499385583764,-0.32999957161083,1.10208324037135,-0.299432528798493,0.764610045649469,0.792163560808009
"ENSG00000222720.1",4.52862003046225,-0.409545283511036,1.43481300822154,-0.285434604484573,0.77531119916877,0.796078463432219
"ENSG00000266399.1",1.02681540125563,-0.705862951649322,3.83180573003242,-0.184211570570241,0.853847482808525,0.868959827636995
"ENSG00000267124.2",2.43551874770571,-0.132537338462322,2.15308257720153,-0.061557015910921,0.950915608322479,0.959256973307764
"ENSG00000248015.2",337.523900663635,0.00203169117839026,0.253247482778311,0.0080225523116799,0.993598998035201,0.993598998035201
"ENSG00000266945.2",0,NA,NA,NA,NA,NA
"ENSG00000267310.1",0,NA,NA,NA,NA,NA
"ENSG00000176695.5",0,NA,NA,NA,NA,NA
"ENSG00000267792.1",0,NA,NA,NA,NA,NA
"ENSG00000267447.1",0,NA,NA,NA,NA,NA
"ENSG00000267443.1",0,NA,NA,NA,NA,NA
"ENSG00000252539.1",0,NA,NA,NA,NA,NA
"ENSG00000213726.4",0,NA,NA,NA,NA,NA
"ENSG00000265767.1",0,NA,NA,NA,NA,NA
"ENSG00000267159.1",0,NA,NA,NA,NA,NA
"ENSG00000269169.1",0,NA,NA,NA,NA,NA
"ENSG00000266990.1",0,NA,NA,NA,NA,NA
"ENSG00000267736.1",0,NA,NA,NA,NA,NA
"ENSG00000240846.1",0,NA,NA,NA,NA,NA
"ENSG00000239367.2",0,NA,NA,NA,NA,NA
"ENSG00000267059.2",0,NA,NA,NA,NA,NA
"ENSG00000205922.4",0,NA,NA,NA,NA,NA
"ENSG00000223244.1",0,NA,NA,NA,NA,NA
"ENSG00000267141.1",0,NA,NA,NA,NA,NA
"ENSG00000198683.2",0,NA,NA,NA,NA,NA
